nom_grup, nom_canço, lletra
"dos-a-dos","muntanyes-regalades","Muntanyes regalades
són les del Canigó,
que tot l'estiu floreixen,
primavera i tardor.
El pare m'ha casada,
m'ha donada a un pastor.
Ell se'n va a la muntanya,
jo em quedo al Rosselló.
Jo que no l'aimo gaire,
jo que no l'aimo, no,
jo que no l'aimo gaire
la vida del pastor.
Ell beu de l'aigua clara,
jo bec vi del millor;
ell dorm damunt la palla,
jo en llençols de cotó.
Ell menja pa moreno,
jo en menjo del flecó;
ell cull brotets de menta,
jo floretes d'olor.
Jo que no l'aimo gaire,
jo que no l'aimo, no,
jo que no l'aimo gaire
la vida del pastor."
"cancons-i-rimetes","ara-ve-nadal","Ara ve Nadal, matarem el gall
i a la tia Pepa li'n darem un tall
Ara ve Nadal, matarem el porc
i a la tia Pepa li'n darem un tros
Caga tió, d'avellanes i torró
la gallina a la pastera
i el pollí a dalt del pi
Toca, toca Valentí.
Passen bous i vaques,
gallines amb sabates
galls amb sabatons.
Correu, correu minyons
que la tieta fa torrons
el vicari els ha tastat
diu que són un xic salats
Ai, el ruc. Ai, el porc
Ai, el cara, cara de pebrot
Ai, el ruc. Ai, el porc
Ai, el cara, cara de pebrot"
"cancons-i-rimetes","canco-de-bressol","Sant Magí, feu-lo dormir,
Sant Joan, feu-lo ben gran
que la mare n'és al camp
que li portarà cosetes:
A la falda, pinyonets,
a les mans, avellanetes,
i als que no poden dormir,
els hi farà unes sopetes.
Dorm fillet de la teu mare,
dorm perquè n'ets petitet,
dorm que si dorms una mica,
aviat seràs més grandet.
La son ve de Castelló
per fer-vos dormir millor
la son ne ve d'Igualada
per fer dormir la mainada."
"cancons-i-rimetes","dalt-del-cotxe","Dalt del cotxe hi ha una nina,
que repica els cascavells
Trenta. Quaranta,
l'ametlla amarganta,
pinyol madur,
ves-te'n tu.
Si tu te'n vas,
nero nero nero
Si tu te'n vas,
nero, nero nas"
"cancons-i-rimetes","dema-es-festa","Demà és festa, Sant Josep la fa,
agafa l'escopeta i se'n va a caçar.
Tira un tiro, mata un pardal,
El tira dins de l'olla, amb sense oli ni sal.
Passa Santa Anna, tocant una campana,
passa Sant Magí, tocant el violí,
passa Sant Pau, empaitant un gripau,
passa Sant Pere, portant una cullera,
passa Sant Benet, portant un ganivet,
passa Sant Simó, portant un meló
passa una monja, portant una taronja,
passa un capellà, portant un tros de pa."
"cancons-i-rimetes","el-ballet-del-rotlleto-1","Marieta vola, vola
tu que portes camisola.
Si m'ensenyes el camí del vent
Jo et donaré pa i mel.
Marieta vola, vola
tu que portes camisola.
Pel do que Déu t'ha donat
Quan vindrà l'enamorat?
Nyigo-nyigo-nyigo calces de paper.
Totes les musiques van pel meu carrer."
"cancons-i-rimetes","el-ballet-del-rotlleto-2","Al carre més alt,
n'hi ha una finestreta.
Passa un senyoret,
li tira una pedreta
Torna a passar,
li torna a tirar
Passa un cavall blanc,
tot ple de corones.
Tria confits,
i a mi no me'n dóna
Vet aquí un gos, vet aquí un gat
que aquest conte s'ha acabat
Vet aquí un gat, vet aquí un gos
que aquest conte ja s'ha fos
Conte contat, ja està explicat
Si no t'ha agradat
menja pa torrat"
"cancons-i-rimetes","el-poll-i-la-puca","El poll i la puça que es volen casar.
Com ens casarem? Si no tenim pa.
Respon la formiga, des del formiguer:
-Caseu-vos, caseu-vos de pa jo en duré!
El poll i la puça que es volen casar.
Com ens casarem? Si no tenim vi.
Respon el mosquit, de dins del celler:
-Caseu-vos, caseu-vos de vi jo en duré!
El poll i la puça que es volen casar.
Com ens casarem? Si no tenim carn.
Ja en respon el corb, que es bon carnisser:
- Caseu-vos, caseu-vos de carn jo en duré!
El poll i la puça que es volen casar.
Com ens casarem? Però qui tocarà.
Diuen les barbudes, a Caldes d'Estrac
- Caseu-vos, caseu-vos que ja estem tocant!
El poll i la puça que es volen casar.
Com ens casarem? Però qui ballarà.
Respon la rateta, que sap ballar bé:
- Caseu-vos, caseu-vos que jo ballaré!
El gat s'ho mirava, i s'anava llepant.
Caçà la rateta i se la va menjar.
I el poll i la puça que es varen casar.
El dia de la boda tot va ser plorar."
"cancons-i-rimetes","la-coqueta-amb-sucre","Qui la ballarà la coqueta amb sucre?
Qui la ballarà eixerit serà
Balli-la vostè, senyoret Pasqual
Balli-la vostè que la balla bé."
"cancons-i-rimetes","les-besties-al-naixement","Quan les bèsties van saber, que a Betlem havia nascut
Per anar a veure el Jesuset, els esclopets van posar-se
Per anar a veure el Jesuset, van posar-se els esclopets
La llebreta molt lleugera, ha arribada la primera
N'ha dut neules i torrons, i pinyons i ametlletes,
N'ha dut neules i torrons, i ametlletes i pinyons
El conill molt eixerit, ha arribat a mitjanit,
N'ha portat un cistellet, tot plenet de botifarres,
N'ha portat un cistellet, de botifarres plenet
Tot volant el rossinyol, ha arribat abans que el sol,
S'ha parat en un bastó, el bastó del patriarca
s'ha parat en un bastó i refila una cançó.
Tots el peixos de la mar, també el volen adorar,
Venen saltant i ballant, al davant van els més grossos
Vénen saltant i ballant, els més grossos al davant.
El bou com que és molt pesat, ha estat l'últim que ha arribat
Ell n'ha portat un joguet, perquè l'infantet hi jugui.
Ell n'ha portat un joguet, perquè hi jugui l'infantet"
"cancons-i-rimetes","les-tres-ninetes","Si n'hi havia tres ninetes,
de la vila són, de la Vall Tordera,
assegudes en un banc,
de la vila són, de la vila gran,
assegudes en un banc.
Totes tres brodaven seda
de la vila són, de la Vall Tordera,
i n'estaven conversant,
de la vila són, de la vila gran
i n'estaven conversant.
La conversa que en tenien
de la vila són, de la Vall Tordera,
nostres galants quan vindran.
de la vila són, de la vila gran
nostres galants quan vindran.
Ja en respon la més petita,
de la vila són, de la Vall Tordera,
el meu trigarà un any.
de la vila són, de la vila gran
el meu trigarà un any.
Ja en respon la mitjaneta,
de la vila són, de la Vall Tordera,
el meu no trigarà tant
de la vila són, de la vila gran
el meu no trigarà tant.
La més gran surt en finestra,
de la vila són, de la Vall Tordera,
ja en veu venir el seu galant
de la vila són, de la vila gran
ja en veu venir el seu galant.
Què me'n portes de llunyes terres?
de la vila són, de la Vall Tordera
Què me'n portes, tu, Joan?
de la vila són, de la vila gran
Què me'n portes, tu, Joan?
Te'n duc unes arracades,
de la vila són, de la Vall Tordera
són setins valencians
de la vila són, de la vila gran
són setins valencians.
Són fetes d'un moro i una mora,
de la vila són, de la Vall Tordera
que hi han treballat set anys.
de la vila són, de la vila gran
que hi han treballat set anys
I si a tu no t'agraden,
de la vila són, de la Vall Tordera
set més n'hi treballaran
de la vila són, de la vila gran
set més n'hi treballaran"
"cancons-i-rimetes","que-li-comprarem-a-la-senyora","Què li comprarem a la senyora?
Li comprarem un violí, nyi-nyigo-nyí.
Què li comprarem a la senyora?
Li comprarem un violí.
Li comprarem un guitarró, ring-rang-ring-rang.
Li comprarem un xilòfon, cling-clong-cling-clong.
Li comprarem un flabiol, fiol-fiol."
"cancons-i-rimetes","salta-un-xic","Si un moliner passa i fa petar el fuet, petita.
Si un moliner passa i fa petar el fuet.
Moltes te'n dirà si treus el cap per la finestra.
Moltes te'n dirà i cap de bona per casar.
Salta un xic, petita, salta un xic.
Que demà hi ha fira i anirem a Vic.
Val més que te'n guardis de fer-li l'ullet, petita.
Val més que te'n guardis de fer-li l'ullet.
Qui me'n privarà de treure el cap per la finestra.
Qui me'n privarà de treure el cap quan passarà.
Salta un xic, petita, salta un xic.
Que demà hi ha fira i anirem a Vic."
"enciclopedia-baixeta-de-la-nit","alexandre-bonanit","Un noi prim amb un ull llarg
mira el cel i mira el mar,
el planeta més llunyà
i l'insecte més petit:
l'Alexandre Bonanit.
L'Alexandre es mareja
quan espia les estrelles,
vol posar-les en un plat
per sentir-les des del llit.
L'Alexandre Bonanit.
Gira el món i gira el plat.
gira el món i gira el plat.
L'Alexandre fa un te amb menta
que ens té enamorats.
Gira el món i gira el plat.
gira el món i gira el plat.
L'Alexandre fa unes herbes
amb anís molt estrellat.
Sap l'olor que fan les plantes,
com parlen els animals,
sap trobar un coixí de molsa
per quedar-s'hi adormit.
L'Alexandre Bonanit.
Gira el món i gira el plat..."
"enciclopedia-baixeta-de-la-nit","angelets-i-ratolins","Una dent de dalt ja se't belluga,
tu ja no et pots esperar.
El temps passa lent com la tortuga
Desitges molt i molt que la dent et caigui ja.
Hi ha uns col·leccionistes de dentetes,
són un ratolí i uns angelets.
Vénen de nit i de puntetes,
sota el coixí t'hi deixen regalets.
La nit, com n'és de màgica,
amb contes per anar a dormir.
La nit és de pel·lícula,
vénen de visita angelets i ratolins."
"enciclopedia-baixeta-de-la-nit","bona-nit-i-les-puces-al-teu-llit","Un bon dia a les barbudes
se'ns va encendre la bombeta:
«No ens caldrà fer servir piles
si fem música baixeta».
Bona nit, bona nit i les puces al teu llit.
Bona nit, bona nit i les puces al teu llit.
Són uns sons molt divertits.
Aviam qui ho endevina:
és un ànec i un timbal,
instruments que són joguines.
Bona nit, bona nit
i les puces al teu llit.
És de nit i ve de gust
dormir com unes marmotes,
però us despertarem
amb un solo de tres notes.
Si això us ve de nou
i trobeu que és un encert
però encara no en teniu prou,
haureu de venir a un concert.
Bona nit, bona nit
i les puces al teu llit.
Ara el disc s'està acabant
i una cosa no us hem dit.
No voldríem pas marxar
sense dir-vos : «Bona nit!».
Bona nit, bona nit
i les puces al teu llit."
"enciclopedia-baixeta-de-la-nit","clic-clac","Clic-clac, és de nit.
Clic-clac, obro el llum.
Clic-clac, a la tauleta,
clic-clac, res no és lluny.
Clic-clac, tinc els llibres,
clic-clac, les ulleres,
clic-clac, el rellotge,
clic-clac, que em desperta.
Clic-clac, si tinc set,
clic-clac, ve la mare.
Clic-clac, ella em dóna,
clic-clac, un got d'aigua.
Clic-clac, una manta,
clic-clac, al damunt.
Clic-clac, ja m'adormo.
Clic-clac, tanco el llum."
"enciclopedia-baixeta-de-la-nit","els-fantasmes-de-coto","Els fantasmes de cotó
m'han ben entortolligat.
El cobrellit de colors
no em deixa escapar.
La coixinera de flors
se m'ha enganxat a la cara,
el llençol m'està escanyant,
la flassada és molt pesada.
Embolicada, feta un garbuix.
Un peu aquí, un peu allà.
De cap per avall, de cap per amunt.
Ai, avui llevar-me em costa un munt.
Mitja volta cap aquí,
semblo un caneló gegant.
Mitja volta cap allà,
ai, ai, ai, se'm menjaran.
Fa tant temps que sóc al llit
que ja m'han sortit arrels,
estic enganxada amb pega,
totalment, de cap a peus.
Embolicada, feta un garbuix.
Un peu aquí, un peu allà.
De cap per avall, de cap per amunt.
Ai, avui llevar-me em costa un munt."
"enciclopedia-baixeta-de-la-nit","endevinalles","Un senyor que surt de nit,
blanc i negre du el vestit.
Menja una móra, menja dues móres,
menja tres móres. Se'n fa un tip!
Un que és petit i aprèn a volar
des de l'arbre saltarà.
Salta una vegada, dues vegades
i a la tercera ho farà.
Una senyora de cua lluent
quan es fa fosc surt a caçar.
Caça un ratolí, dos ratolins,
tres ratolins. Se'ls cruspirà!
Fregant les potes a tort i a dret
cada nit ens fa un concert.
Una cançoneta, una cançoneta,
una cançoneta i mo n'anem!
I a la tornada de la cançó
us direm la solució.
El gamarús i la guineu
el grill i el senyor toixó.
I a la tornada de la cançó
us direm la solució
El gamarús i la guineu
el grill i el senyor toixó."
"enciclopedia-baixeta-de-la-nit","la-lluna","La lluna, la pruna, és un plat rodó,
de vegades tall de síndria, de vegades un meló.
La lluna, la pruna, és com un botó,
de vegades és llanterna, de vegades és carbó.
Que era com un mirall, va dir el Josep Maria.
Qui s'hi pentinarà? Això no ho sabia.
Que era com un formatge va dir la Joana.
Qui se la menjarà? Segur que té molta gana.
La lluna, la pruna, si és de sabó,
amigues estrelles, fareu bona olor."
"enciclopedia-baixeta-de-la-nit","la-nit-es-un-dibuix","La nit és un dibuix
que fas amb les pestanyes,
la música dels ulls
teixida amb fil d'aranyes.
La nit són flocs de neu
que et llisquen per les mans,
són animals de drap
i un sac ple d'elefants.
La nit, la nit, la nit se't fon als dits.
La nit, la nit, la nit se't fon als dits.
La nit són calamars
brillants com fanalets,
són sèpies a la lluna,
són trens i són coets.
La nit, la nit, la nit se't fon als dits.
La nit, la nit, la nit se't fon als dits."
"enciclopedia-baixeta-de-la-nit","quan-es-fa-fosc","Quan es fa fosc
la lluna és un plat a taula.
Me'l quedo mirant
i hi veig els fideus com ballen.
Qui menja sopes se les pensa totes.
Qui menja sopes se les pensa totes.
Allà, a la cuina,
els ritmes d'una forquilla.
Cançó del vespre,
el pare que fa una truita.
Qui menja sopes se les pensa totes.
Qui menja sopes se les pensa totes."
"enciclopedia-baixeta-de-la-nit","ratpenat","Te'n vas al llit de cap per avall,
el terra és el sostre i el sostre és un mirall.
Un ratolí disfressat d'ocell.
Et posis com et posis sempre et miro de gairell.
Com que és de nit ara ho veus tot fosc
però fas un xiulet i ho trobes tot.
El teu nom canvia més d'una vegada,
enlloc de ratpenat et diuen ratapinyada.
Ratpenat, ens tens ben marejats,
ets un ratolí que d'ocell t'has disfressat.
Ratpenat, ho fas tot al revés,
comences el dia quan el sol ja no hi és.
Ratpenat, no ens has pas enganyat,
ets un ratolí que d'ocell t'has disfressat.
Ratpenat, ho fas tot al revés,
comences el dia quan el sol ja no hi és."
"enciclopedia-baixeta-de-la-nit","somnis","Sóc la cuinera que faig plats boníssims
i els meus cosins vénen al restaurant.
Ells s'atipen moltíssim, moltíssim,
tots els macarrons del món s'estan acabant.
Sóc al pol Sud i estic patinant
i amb els pingüins juguem amb la neu.
Fem uns balls difícils, difícils,
amb tombarelles i triples salts de gel.
Mentre dormo somio, somio
i vinga somiar.
El meu somi és com un conte
que cada nit m'haig d'inventar.
Al mig del mar, sóc un pirata.
És complicat quan toca dutxar:
els dofins m'ensabonen l'esquena,
quines pessigolles! No ho puc aguantar!
Dins d'un coet tenim molta feina,
llumets i botons que s'han de pitjar.
La pantalla ja fa pampallugues.
3, 2, 1... el viatge ha començat!
Mentre dormo somio, somio
i vinga somiar.
El meu somi és com un conte
que cada nit m'haig d'inventar."
"enciclopedia-baixeta-de-la-nit","son","No tinc son però se'm tanca un ull.
No tinc son i se'm tanca l'altre.
No tinc son, ai, que em cau el cap.
No tinc son, vinga badallar.
Ja sento els grills com em parlen
i els gats ho criden ben fort
i passa l'escombriaire
i somio que no tinc son."
"enciclopedia-baixeta-de-la-nit","tot-creix","Escolta-ho, escolta-ho, escolta-ho en la nit.
Fan un sorollet que és molt petit.
Escolta-ho, escolta-ho, escolta-ho en la nit.
Fan un sorollet que és molt petit.
Et creixen les ungles, et creixen els cabells,
et creixen els braços, el coll i els turmells.
Creix la farigola, també creix el blat,
surt el primer pèso i això em té meravellat.
Escolta-ho, escolta-ho...
Ho fan amb molt de compte i tu ni te n'adones
i quan vas a mirar-los els cucs són papallones.
Durant la nit la carbassera es fa gegant
quan es fa de dia jo ja m'he fet gran.
Escolta-ho, escolta-ho...
Un dia d'aquests, de nit pots anar a l'hort
per veure com creixen, aviam si estàs de sort.
Un dia d'aquests, pots anar a l'hort de nit
per veure com creixen si no et quedes adormit.
si no et quedes adormit, si no et quedes adormit.
Escolta-ho, escolta-ho.."
"la-bona-vida","belles-arts","Som el súmmum dels pioners
i sense gastar diners.
En el futur a qui ens imiti
li diran que fa grafitis.
Pintem gent amb poca roba
sempre al fons d’una cova.
El material és totalment silvestre
i la pintura, rupestre.
Només amb quatre colors
som els primers pintors.
Dibuixant mamuts i lleopards
hem inventat les belles arts.
Només amb quatre colors
som els primers pintors.
Encara que algun artista analfabet
ens consideri pintors de paret.
No penseu que pintar
sigui només una fal·lera,
ho fem per aconseguir
una bona cacera.
Sempre pintem bèsties,
tenim les nostres raons.
Pinta que pintaràs
segur que vindran bisons.
Només amb quatre colors..."
"la-bona-vida","estil-de-vida","Caminem una bona estona perseguint els animals,
portant a sobre tots els trastos durant un llarg recorregut.
Finalment trobem un lloc maco a prop d’un llac o un riuet
i vivim en tendes o balmes amb vistes al sud.
Agafem branques i pells i ens construïm la casa.
És un sol espai sense habitacions.
Amb falgueres tendres i herba ens fem matalassos
i muntem els mobles sense instruccions.
Vivim molt a gust, tots portem la iniciativa,
la nostra societat és totalment cooperativa.
Tot és de tots i això ens agrada,
no creiem en la propietat privada.
Caminem una bona estona perseguint els animals,
portant a sobre tots els trastos durant un llarg recorregut.
Finalment trobem un lloc maco i amb paciència fem una foguera
per escalfar-nos al vespre i fer petar la xerrada.
Vivim molt a gust, tots portem la iniciativa,
la nostra societat és totalment cooperativa.
Tot és de tots i això ens agrada,
no creiem en la propietat privada.
Vivim molt a gust, tots portem la iniciativa,
la nostra societat és totalment cooperativa.
Som un poble nòmada que perseguim la teca,
per sort no sabem què és la hipoteca."
"la-bona-vida","illuminats","El foc és un gran invent
que estalvia moltes molèsties,
et permet estar calent
i, a més a més, espanta totes les bèsties.
Escalfant les llances a la flama
obtenim uns bons acabats.
El foc és un gran invent:
som una colla d’il·luminats!
Fins que no el vam saber encendre
ens va fer anar de corcoll.
Si amb la tempesta queia un llamp
teníem sort si s’encenia un matoll.
Com si fos la torxa olímpica
entre tots era custodiada.
A la nit teníem llum
i els diumenges, costellada.
És veritat que tenim sílex, les pells i la destresa
però us hem de confessar que no hauríem anat enlloc
si el més eixerit de la colla, en un moment de lucidesa,
amb dues pedres i dos pals, no hagués après a fer foc."
"la-bona-vida","la-bona-vida","Ens desperta un raig de sol que entra dins la tenda.
Com que no tenim rellotge no és d’hora ni tard.
Ens rentem les dents amb un manat de menta
i ens posem faldilles i abrics de lleopard.
Recollim fruites del bosc i algunes fulles verdes
i amb tot ben picat ens en fem un batut.
Esmolant les eines somiem amb la cacera.
Si avui estem de sort potser dinem mamut.
La bona vida,
amb vestits fets a mida.
La bona vida,
menjant bistecs i amanida.
La bona vida,
anar a collir sajolida.
La bona vida,
fent un bona dormida.
I quan el mamut s’acaba és l’hora de marxar.
Com les orenetes, comencem la migració.
Ser nòmada és així, sempre d’un lloc a l’altre.
És la bona vida de la família cromanyó.
Buscarem un lloc en una prada verda,
amb arbres plens de fruita i un petit rierol.
Segur que els animals s’hi aproparan a beure
i tornarem a muntar les tendes, on hi entrarà el sol.
La bona vida..."
"la-bona-vida","la-roba","Estàvem tan tranquils
i va passar una cosa imprevista,
les temperatures van baixar en picat
ja no podíem ser nudistes.
I amb aquell fred glacial,
una de dues: o ens tancàvem dins una cova
o escorxàvem un cérvol
i inventàvem la roba.
Tenim classe, tenim nivell,
a ningú no li falta un bon abric de pell.
Quan fa molt fred, boira, neu o gebre,
escalfa molt la roba interior de zebra.
Ara anem ben abrigats
i ens evitem els esternuts
amb una bufanda de ren
i capelina de mamut.
La vostra moda és una murga,
nosaltres fem roba unisex:
d’un cavall sis mocassins
i de propina uns quants bistecs.
Tenim classe, tenim nivell..."
"la-bona-vida","mentida","És mentida
que vivim tancats en coves.
Com un ésser qualsevol
necessitem la llum del sol.
És mentida
que pintem quadres artístics.
No ho fem pas per decorar
sinó per cridar el bestiar.
Mentida el que surt al cinema,
no tothom porta melena
ni és un curt de gambals.
Mentida que siguem molt violents,
que anem tots bruts i pudents
i que fem sons guturals.
És mentida
que és el més fort el que mana.
Fem servei petits i grans,
aquí tots som importants.
És mentida
que visquem amb dinosaures.
Nosaltres vam venir més tard,
això no és Juràssic Parc.
Mentida el que surt al cinema..."
"la-bona-vida","orgull-cromanyo","Els nostres costums estan vivint un moment crític.
Aquest jovent ho vol canviar tot i es fan dir del neolític.
Diuen que no sortim de la cova, però això és un mite!
Pobres d’ells que gosin dir que som troglodites!
Van molt atabalats, tot el dia treballant.
Els han pujat els fums al cap, diuen que fan agricultura!
Creuen que és el futur, però no té ni cap ni peus,
no cal plantar el que pots agafar de la natura.
I ara han volgut arreplegar unes quantes bèsties en un tancat.
Perquè es pensen que així, passi el que passi, tindran el tec assegurat.
Potser sí que pot ser pràctic, però d’aquesta manera
els molt brètols es perdran el plaer de la cacera.
I sense haver de córrer darrere la presa
i amb tants bistecs, freixures i foie-gras,
segur que al final aquesta colla de moderns
no tindran més remei que inventar-se el gimnàs.
I amb l’excusa de llaurar
ha començat la primera baralla.
No ens deixen passar pels cultius
diuen que la terra és de qui la treballa.
Vivim el present, som gent atrevida,
nosaltres portem una bona vida.
Nosaltres sabem el que és el millor,
nosaltres tenim orgull cromanyó!"
"la-bona-vida","parents-famosos","És tan llarga la prehistòria
que anem tots una mica confosos.
Ara us aclarirem quatre coses
sobre els nostres parents més famosos.
No es mereix la fama l’Australopitecus.
És com un mico i amb prou feines.
Encara que camini dret
té el cervell petit i no utilitza eines.
Al continent africà hi ha l’Homo habilis.
El considerem un humà per poc.
Porta una mica de roba i viu en cabanes,
té eines senzilles i sap fer foc.
Tenim un parent llunyà més espavilat
que va anar a Europa però va acabar fatal.
Era robust, musculós i místic
que en pau descansi l’Homo neandertal.
I la llista seria molt llarga
perquè encara n’hi ha molts altres.
Si no us han fet el pes no patiu,
sou Homo sapiens com nosaltres!"
"la-bona-vida","silex","Per tallar la carn a trossos,
talla tendrums rebels i ossos.
De taula o de butxaca,
o per si un bisó t’ataca.
El darrer crit per adobar les pells,
de les cabres i els camells.
Talla tot tipus de materials,
podreu fer llances i destrals.
Si et topes amb un dents de sabre
no cal que t’enfilis a un arbre.
El granit ja va a la baixa,
tingues un sílex a la faixa.
Fer foc ja no serà un suplici.
Cuinareu fetges i ronyons.
100 % diòxid de silici.
Rebutgeu imitacions!
Sílex, sílex, ja!
Arriba el material definitiu, imprescindible.
Sílex, sílex, ja!
En parlaran les generacions futures.
Sílex, sílex, ja!
De comerç just i de proximitat.
Sílex, sílex, ja!
I si no vols sílex, dues pedres."
"la-bona-vida","tot-es-fresc","El bosc és el nostre supermercat,
el tenim al costat de la cabana.
De vegades hem d’empaitar el dinar
però això ens obre la gana.
Som experts recol·lectors,
collint herbes no s’ha de badar.
Cal conèixer-les molt bé:
qui s’equivoca no ho pot explicar.
Tot és fresc i acabat de collir,
amb les vitamines intactes.
Tot és fresc i acabat de collir
i no ens cal fer reciclatge.
Tot és fresc i acabat de collir,
no busquis més, no t’hi matis.
Tot és fresc i acabat de collir
i a més a més et surt gratis.
Fem sucs verds amb ortigues,
espàrrecs de marge i dent de lleó,
costelles de tigre a la brasa
i els diumenges, tall rodó.
De vegades, salmó fumat.
Fem uns àpats molt complets.
Un filet de porc senglar
amb un saltat de bolets.
Tot és fresc...
Per ser ràpid i un superatleta has de fer la paleodieta.
Per ser fort i fer de paleta cal seguir la paleodieta.
Els moderns que van en bicicleta també fan paleodieta.
Per volar com una oreneta has de fer paleodieta.
Per a la mama que encara fa teta recomanen paleodieta.
Terços, baixos, folre i enxaneta només fan paleodieta.
Tot és fresc..."
"m-ho-munto-amb-l-ubuntu","m-ho-munto-amb-l-ubuntu","M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu.
M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu.
Les finestres s'han trencat
i la poma s'ha podrit
al jardí programes lliures
perquè jo no em mamo el dit.
M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu.
M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu.
Si m'ho expliques
jo ho tinc clar
Si em convides
jo m'hi apunto.
Perquè sona en trencabits
i passeu-vos a l'Ubuntu.
M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu.
M'ho munto, m'ho munto
M'ho munto amb l'Ubuntu."
"sempre-de-vacances","2na-residencia","Enguany podem anar a un hostal!
Ai, no!, que hi van els veïns de dalt.
Sense diners fem la viu-viu
amb un intercanvi de niu.
Un apartament arran de mar,
em sembla que això és massa car.
Em fa il·lusió un bungalou.
Abans ens han d'apujar el sou.
Amb quatre branquetes i miques de fang
et muntes un cau la mar d'elegant.
No siguis carrincló, no siguis carrincló,
ara està de moda la bioconstrucció.
Anem de càmping amb iglú?
La tenda la muntaràs tu.
Què et sembla el canyissar del llac?
Em fa mandra fer bivac.
Escolta, i si tirem de veta?
Anem a un hotel a pensió completa!
Noi, això és un disbarat,
millor que lloguem un pis barat.
Amb quatre branquetes i miques de fang
et muntes un cau la mar d'elegant.
No siguis carrincló, no siguis carrincló,
ara està de moda la bioconstrucció."
"sempre-de-vacances","amunt-i-avall","Jo vaig néixer aquí
i em vaig casar allà,
els fills són de Sant Gregori,
els tiets de la Costa d'Ivori.
I tota la vida he tingut la dèria
de passar-me les vacances a les terres de Nigèria.
A l'Àfrica tropical
me n'hi vaig moltes setmanes
i aprofito i vaig de càmping
a alguna platja de Ghana.
Com m'agrada fer el turista i conèixer un racó nou,
aquí baix s'hi està de perles però sempre torno a Salou.
Conec els llocs pel seu aroma,
no em cal aprendre el seu idioma,
per demanar l'aperitiu
en tinc prou amb dir piu-piu.
Conec els llocs pel seu aroma,
no em cal aprendre el seu idioma,
sé el millor indret per fer-hi el niu
però no us en penso dir ni piu.
Amunt i avall,
avall i amunt,
dels Pirineus
al Camerun.
No ens cal visat
ni passaport
per anar al sud
i tornar al nord."
"sempre-de-vacances","anem-a-fer-un-vol","Anem a fer un vol
que avui fa molt bon dia,
ens ho ha dit l'abellerol.
Anem a estirar les ales
abans no es pongui el sol.
I si els fills tenen gana
o bé estan avorrits
fent una filigrana
caçarem un quants mosquits.
Un altre cop a fer maletes
perquè nosaltres som orenetes
i aquí s'acaba el cançoner,
adéu-siau, fins l'any que ve!
S'acaben les vacances
i algú ja ens enyora.
Trobareu molt a faltar
la nostra banda sonora.
És l'hora de marxar,
hem estat de meravella.
No us poséssiu tristos
que tornarem per caramelles.
Un altre cop a fer maletes
perquè nosaltres som orenetes
i aquí s'acaba el cançoner,
adéu-siau, fins l'any que ve!"
"sempre-de-vacances","dieta-oreneta","Quan volem un plat senzill:
un carpaccio de grill.
Per a una festa de nit:
un gaspatxo de mosquit.
Per endur-nos d'acampada
fem mosca arrebossada
i si dinem a casa,
saltamartí a la brasa.
Quan vénen les amigues:
canelons de formigues,
i de segon plat,
escarabat estofat.
Perquè no perdi el sabor,
espiadimonis al vapor.
I si tenim mal de panxa
fem arnes a la planxa.
No necessitem coberts tot girant a cel obert.
No ens deixem mai les deixalles i dinem sense estovalles.
En piscina o en riuet bevem sempre a galet.
Cuidem molt la silueta amb la dieta oreneta.
Per fer un pícnic a la gespa,
amanida de vespa.
Ens ho prenem amb calma
menjant xinxes a la llauna.
Per a un entremès d'estiu,
papallona al caliu.
I el menú es completa
amb una mousse de marieta.
No necessitem coberts tot girant a cel obert.
No ens deixem mai les deixalles i dinem sense estovalles.
En piscina o en riuet bevem sempre a galet.
Cuidem molt la silueta amb la dieta oreneta."
"sempre-de-vacances","fred","El niu estava llest i els ous covats,
per fi teníem un moment de relax.
Just anàvem a fer ganxet,
quan de cop i volta va arribar el fred.
La canalla havia après a volar,
feia acrobàcies esquivant el xamfrà.
Sonava Vivaldi al radiocasset
quan de cop i volta va arribar el fred.
I quan fa fred ens agafen les pors,
deixem la casa i toquem el dos.
I quan fa fred fem un xiulet
i en multitud anem cap al sud.
Era un diumenge de finals d'estiu,
la taula parada, fèiem l'aperitiu.
Ens preparàvem per fer un gran banquet
quan de cop i volta va arribar el fred.
Amb enyorança fem un sospir
però abans de marxar deixem un souvenir.
Ràpid i corrents taquem la paret
quan de cop i volta arriba el fred.
I quan fa fred ens agafen les pors,
deixem la casa i toquem el dos.
I quan fa fred fem un xiulet
i en multitud anem cap al sud."
